X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
2,4,sep,mon,63.46647063005117,66.68104439364001,661.5722747780437,1.5889014226291067,22.033306659664355,36.50733991926842,3.7091479626375317,0.011047496658817617,11.32
8,6,aug,sun,93.1303779285597,84.75243335725445,463.40036328787846,14.927333867922318,21.123392412704394,31.817020759302718,6.173063945127315,0.0024925005695549895,0.0
7,5,aug,sat,92.5873057603137,241.103456183874,708.0712812978825,9.334802498504596,25.98466502900212,33.317621293276055,3.7375323824043325,0.00339796824451439,0.0
2,5,jun,thu,93.15012754304827,128.85882904881876,344.8557228584632,17.88630093571285,22.87163234713852,39.53925374190118,9.49803097433435,-0.06558435740675456,3.19
1,3,sep,sat,91.16947732475178,92.53446943806445,733.1400918984144,8.80686075648174,22.33210330075081,47.465777591935634,3.5787643973288263,7.792525238198576e-05,0.72
2,2,feb,mon,84.51301178835227,18.65950875169328,-23.38339635058788,2.1717495203042803,14.309527069392397,38.17072781971594,5.199126846286708,-0.030669445904366637,0.0
3,4,aug,mon,92.57847604920468,127.8992166820658,614.0621942640965,10.675595348579087,11.685944137567352,73.31348416946975,2.0290150844052968,-0.0060520458865671945,0.0
1,2,aug,tue,91.05427834434614,123.69894056372758,582.8434656559342,6.609086749879065,22.655042169408294,16.49627205403451,6.763295656323856,0.006282339471036386,0.0
6,5,sep,sat,91.61847707636288,104.77581679555492,756.8220994796793,8.50638354974531,20.57364420313901,31.031470413439827,1.7271486231460622,-0.011141694257930476,0.0
3,4,sep,wed,91.43757260577061,143.65261868691672,811.5085327679634,6.589530323885259,19.715665369985516,29.13496580896239,2.8125159797637744,0.014970023268335061,0.0
4,4,sep,wed,92.9479253639667,109.81941665549216,742.234305877776,9.187154092163627,19.591558244333918,41.24934756878866,1.9904786223234896,-0.03989540274908909,1.58
2,4,sep,sun,51.25200056436774,51.528936910823596,741.5884808625112,0.8021111921113168,12.073640736916959,78.30345936109173,5.865134462831378,-0.017167018013193366,0.0
8,6,mar,fri,92.26840949664067,36.74267039954484,108.66357285729222,8.493258076505386,7.916257914903629,97.54346467580007,3.7906001177649093,0.2057681204314977,0.0
4,3,sep,fri,89.58328101082343,288.12455544211485,852.6060765061275,7.400474979476776,19.51261060436171,43.32460747446646,3.232488521373607,-0.028300985629953982,7.8
2,4,aug,thu,91.9906371340641,248.4939782428887,716.9528487054903,5.610409001968231,17.322376958186165,57.264898537343946,2.4604679905546694,-0.011788575173618292,0.0
7,4,aug,sat,91.07483593068342,171.64342294015788,733.6281200093225,13.771023896334334,24.133143562514256,39.591698985918526,1.7066117308752025,0.012301488867324305,1.38
6,5,aug,wed,95.42955024533043,117.9732541899237,520.209602717516,16.154458101644455,23.09247652733279,32.609694067546855,4.343563373115977,0.03597286698102102,2.51
3,4,jul,mon,94.87711288126017,151.6098834887674,542.5798298716473,17.415116397270413,18.51235241618525,49.68726828142745,2.8715689764063126,-0.04828098825598701,0.0
5,4,aug,sun,94.37205978520684,236.43121274123254,720.4480743563684,9.855007708075396,24.31962526114635,48.59257142954571,3.793640811183003,-0.006077843672281083,0.0
2,4,aug,mon,93.9660748543473,104.62177992689827,594.0698865061931,14.529722659849343,27.940695079454105,33.310739794293866,3.8397463521612067,-0.008945562953247829,8.85
6,5,sep,mon,90.78796356714305,128.8108320454072,679.8990674061803,7.115426186793617,20.6716006390706,42.32796877524375,2.158741338852441,-0.022822045466710277,0.0
3,4,feb,wed,86.33049316214763,11.781196949626146,13.23730504148854,4.0559904173893155,8.780474154217043,36.863557479009756,3.425029188342835,-0.014263969062723253,1.1
6,3,sep,sun,92.64967378256465,72.30541003767438,724.9958501904952,6.837504313656066,17.098309243141834,39.46573176715279,3.7162143544032,-0.019058547661494552,0.0
8,6,aug,fri,89.92470214000262,98.81427431235151,535.94831861354,11.671728765641491,20.644230379083176,50.797806687707286,8.869255070753395,-0.018529652575451132,0.61
2,4,sep,wed,88.02592081378354,83.9152552788756,756.6840751882133,3.2886040742088336,22.73672407358631,31.772922136928983,2.329680246339463,-0.00225163814396251,6.04
7,4,aug,sun,91.46906427292603,170.1186549800417,714.3753253245961,13.455321760081326,22.25944339196433,73.1804832380504,7.615519093453963,1.003694683047142,0.0
1,2,jul,fri,90.76476597724776,84.71154283113775,377.215071385306,16.84676930074495,15.016197760469533,81.44628322572572,7.97266226635669,0.028610038689791246,0.0
4,6,sep,sun,92.10835310747214,141.29588408621362,711.6048148494713,8.464333029779755,28.418328971519557,25.9069367241952,2.9207371100963955,0.015566942723109498,64.1
7,4,mar,mon,89.59758686127573,35.490806459128166,125.28527657584738,5.9410028609325645,16.099954322531172,28.5331280231605,3.0294307491152397,0.032141944243539625,1.75
9,4,jun,sat,89.26704736937862,66.56965549912574,272.05099625567067,8.625146616289081,24.329986455220133,50.37394671614893,2.984853017439903,-0.0037785849485424236,70.32
3,4,aug,tue,88.66507145032467,144.73042940838096,618.9734067996052,8.55681991641636,14.336465728273918,67.26323181257506,5.260822116465558,-0.010703319843808873,0.0
3,4,jul,sat,90.42801308713776,37.7122787248701,461.97886121095524,6.6078117648266055,25.19977811874656,43.80986734139026,1.596574869400428,0.010095060166534256,1.43
6,5,aug,wed,95.89981902141491,120.96646608814237,547.242346670933,16.761164918548083,23.814150545388173,33.4355082685934,4.049820210353661,0.03797345560405312,2.51
8,6,aug,sat,91.44168968019345,82.6528636657034,446.8942420983808,11.527483060887754,16.394025516218857,40.44043712247258,3.9747321467780976,0.03242763118826193,71.3
3,4,aug,mon,91.43571808706159,150.02074121549745,616.7613501128176,10.522502311653465,10.317802474549657,72.07762365347924,2.3352942711468216,-0.050925942936730834,0.0
8,6,sep,tue,90.19127398689338,126.3343720335913,734.9623126756599,6.245329353202174,12.829718355067335,62.201740620413105,5.378780577935563,0.029349446602188696,0.0
7,5,mar,fri,86.81988608756431,20.77279824914055,79.98193389083269,5.311917708740898,8.839741931725019,52.13943269609503,6.7518195026228005,-0.024397616713637296,0.0
6,5,jun,mon,89.92310867687884,96.76652171052024,315.60749658257885,7.3373040720243345,19.126540166613562,39.022696214866635,5.336117774407121,0.008265252575293739,3.52
3,4,aug,wed,93.7407662613268,158.59562622863396,656.2131256627281,13.425090167875794,22.296610135194143,40.32198697734396,0.6939653246537438,0.01270926892592096,2.47
1,4,jul,tue,92.8923317403114,109.22014712676302,474.76817856060904,12.225780715042726,23.782937042455963,31.450242041190567,5.503499709197554,-0.022315534958361367,0.0
4,5,sep,sun,92.2347530204543,276.1794421888111,821.1954501792451,6.966065044381834,13.786603138184821,76.85063257367725,7.554124882525171,-0.02288300691129791,0.0
8,6,oct,mon,83.70171636168965,22.336101581705616,673.6068359236268,3.273741561218505,18.260370330019537,27.58130279212646,4.335603647779141,0.008254147759230416,5.44
9,4,jun,sat,90.64722035782503,65.43963655888129,232.81979441391658,9.5057153150467,24.276529943089415,50.7024647421439,3.3166298738755535,0.041068107330250576,70.32
2,4,sep,sun,92.05719260607512,92.99407233271803,724.7625667824693,9.37401810503272,25.130332143030525,27.418805879372634,2.3548088584799842,-0.02284561467978067,0.0
3,4,feb,sat,84.03057092820235,16.992943047284314,33.81973574799452,2.386112118993333,13.279799122740892,47.9970048020193,1.947489694559333,-0.03544514719007549,0.0
4,4,sep,fri,91.79408937224545,110.23697691671404,757.3281885173373,9.485627989848808,20.551543918326303,35.65020409741056,4.462590600305493,-0.001321802764268348,13.06
7,4,jul,sat,92.02832132402371,98.95088058091571,472.568580296014,9.984410113642971,21.593878501883122,46.99620780416868,2.892046805842186,-0.02529575437883726,0.0
6,3,sep,mon,91.16105061529287,119.98406682659005,818.9833793993155,7.005207718192157,12.449565794239504,64.61265677650718,4.953159112162625,0.01142676657888843,6.1
5,4,sep,sat,93.0077076043067,90.6622978301486,744.5376320774133,8.516076526172307,24.003344530191406,29.32620626192929,3.0796377978683824,-0.007754104490837417,0.0
4,3,aug,wed,93.0688629439901,115.93648011369196,620.0140849153115,9.76954190635962,20.80004163151343,42.23703578438916,4.595903632725757,0.036487148914345645,0.0
6,5,aug,thu,94.61388119673698,136.4497950868763,546.351504540656,11.029440746606129,28.057842806206978,20.037954018912316,4.293557361148771,0.0691627403992276,0.9
7,4,mar,sun,89.92130049829449,37.26322604156044,69.20469679498268,4.689579046780367,10.789459534212485,59.36388797759547,4.020964454876734,0.03956532018960228,8.24
2,4,aug,wed,91.90168137879071,112.92311475973354,663.6000067658581,9.103339886183033,20.604773581412203,37.75419082454952,3.977643094086892,-0.06017503141331772,1.64
1,4,sep,mon,92.55606185002263,93.21417587511795,729.144344821552,9.444476503756611,18.109976067850347,52.7040890986743,3.456077218874308,-0.07313484556839964,2.13
6,5,mar,sun,90.16653338701465,35.37262650357534,86.5568212457372,6.752760895389985,11.690490756493103,53.412079847631205,3.7443707940458992,-0.04451775571260808,12.1
3,4,aug,wed,92.67852736009172,167.64653221462862,694.614086516702,13.902061334106849,20.643715158422655,39.24146821369701,0.4860695104284379,0.030619703250254433,2.47
6,4,feb,tue,75.62519115588424,-1.4104786523083357,40.42219794603762,1.169107602218654,6.132469615289106,76.28668918890902,5.18773471549667,-0.023569522015380064,2.14
7,4,oct,fri,89.99012811810219,45.11198706401301,690.4730869173256,8.01598948975658,10.532293991904476,60.510670760908695,5.063839195504269,0.051492589837628305,0.0
4,6,dec,sun,84.52927129508599,31.210805320939713,368.3084432141672,8.443868132537292,4.793943213631156,54.66575502137495,8.398116280900146,-0.04169765524438957,8.98
2,2,aug,sat,93.4798738415102,140.62222284039956,594.1645289022438,20.439620250940767,23.64704932395819,31.49285965348519,7.122148888680948,-0.02672856652449721,15.45
3,4,aug,fri,91.35061046503209,124.33316435158908,580.8722009947377,8.834862698265624,11.861297705528381,84.38822243897847,7.445745678117462,0.005763948780348089,3.3
3,4,aug,tue,96.73423265148256,172.2660710827376,677.4899739988892,14.984791322452747,32.462223816484055,25.576858868803807,2.1860199948527397,-0.0099641412752615,14.68
1,4,aug,sat,89.95474835397874,98.55406788988662,615.0453637472929,8.984255669858628,20.973483579984983,40.652817316343175,4.812107095683757,0.029862178258182707,4.53
2,2,aug,wed,91.81161421415142,109.94447125800029,654.3643246371718,9.084461293678642,18.04592195003756,45.990539686770205,3.3924357976014394,-0.015973130895738874,1.63
6,5,feb,tue,75.3565937023905,0.7686309197154158,48.452177550317,2.4568819292054362,4.530289627190367,80.25034170780965,6.5830344275973856,-0.01730180645824905,5.39
2,4,sep,mon,91.92730615927496,109.44944651463229,742.8720755672455,5.855345544937602,21.43270452982803,38.992641260322856,1.855358097872638,0.03594968080733722,1.47
4,4,aug,tue,95.75879651025411,180.35941640382703,659.095251626249,14.737398943832764,20.409607233695095,70.71827397352341,4.966067015861267,0.39044295498699094,0.0
6,5,sep,mon,91.06881769970272,121.9682500712031,670.0169493773561,6.64280092271487,20.357220066211866,42.15841508203272,2.306693281801064,0.02542840359294886,0.0
3,5,mar,mon,87.34843148458154,44.21227995286495,95.60583206428036,4.9143579507598405,9.947224725553067,49.21190148511209,2.3274911708854056,0.013885866614038005,0.0
4,3,may,fri,90.44261704964019,23.34116396797062,81.73109393716759,6.367112496209899,18.501254812461276,39.02933436488524,4.372714930446264,0.017752759264821658,38.48
7,4,jul,sat,92.13335776348961,107.50866098533388,469.8468902132182,8.80165514171243,22.338545081865036,48.60634589263101,2.971478661990984,-0.028672171697281035,0.0
4,4,aug,tue,95.24211572286075,184.24385163698454,684.2663604324542,14.586893686560867,22.444564108549372,69.32427651413768,4.685626866977261,0.40123335274588084,0.0
8,6,aug,mon,92.25225850193898,205.07608873137886,671.2834547095566,8.48039158425923,19.643770831586814,53.52649031776577,1.8603558573904626,0.03778984291783187,0.0
2,4,aug,thu,92.07425130226638,255.33869436969874,734.4815806922174,5.225943990628821,15.766166711219492,56.6065630620752,2.693414449118921,-0.05424490732905923,0.0
3,3,sep,sat,93.18758822083868,93.05200919687593,728.7956373077726,8.575490117448897,23.034674286913063,27.648891556464676,3.045883247202593,0.016731701236860186,6.58
3,4,sep,sun,89.7597063917652,94.68668921325472,732.3602548260246,11.744647554265661,20.969466384613302,52.89099719410501,5.095308270053332,-0.04313088878524203,24.59
4,6,dec,thu,84.23143506198917,34.33739783749112,378.33955766531443,1.8377369621674264,6.005745176913178,60.941975848269166,4.967834187957313,0.007209942553685919,5.38
2,4,aug,wed,92.01770706690698,114.62896750749073,617.692182252809,9.661846234912984,20.153960106723684,36.40152421878432,3.8810839150546483,-0.005647568043943155,1.64
2,5,aug,sun,91.880083285017,190.5782090451568,594.4483149029494,6.89365860544914,25.408203549516863,36.235690767301044,3.68705466881506,0.016971820742566347,3.05
7,4,sep,mon,91.77537910915652,137.52563146073425,695.3881911476637,7.540177837194296,20.046215644286644,50.19125535540306,1.3662947197678283,-0.03399221991128627,0.0
1,3,aug,fri,96.04878891584708,154.54482765621987,641.3595313037408,11.18471285811327,27.93548516875766,28.2233997719062,4.504988757783245,0.009130041376039347,43.32
4,4,mar,mon,87.31919976319188,21.815036367929086,93.54415143106641,4.031921330990555,13.180093564777607,31.988983466104266,1.7257302575432028,-0.005367085451108212,0.0
2,5,jul,sat,90.47315489095618,81.59554001226742,389.04711590574937,5.5291150247802285,24.4563980257299,51.58022661623007,1.7564437932022412,0.008447584899653467,0.0
2,5,aug,wed,94.96352684442577,103.52787497760764,527.7028993854657,13.985965721916303,24.447877604767225,35.73586912129326,5.370270324213103,-0.03707605863269857,0.77
6,5,aug,wed,93.51998753814414,159.98291934937666,704.0216862838213,13.633680840729564,21.923901211052055,36.018179725360525,3.693352930326147,-0.06803108043331954,0.21
6,5,aug,wed,96.31869512425448,141.02014895983916,567.7797558491275,16.701900493176083,23.380417489517964,31.345807114202326,4.709471962903308,-0.03861330552372657,2.51
1,5,sep,sat,93.36025360641072,146.49008331538394,754.1042460673751,7.467821344553156,27.801897887457798,27.609167152585147,2.578592815268951,0.0024092809315703835,1.46
8,5,sep,sun,90.12724646638489,82.6204816909871,703.8574680008519,4.833403566002944,18.033075838818412,67.38310942547362,1.8754819553573412,-0.01580720105845276,2.01
2,5,sep,tue,90.453597210677,134.10605082724692,746.7424697194984,7.564571165301959,18.689586942996,45.868042123071625,2.890096929220846,0.0074765802288264275,7.04
1,4,sep,mon,92.00995664422861,88.20465295012909,757.7766773293206,8.926862179818485,18.76636134736713,55.06723018859726,2.8730388557214765,-0.005417239162976621,2.13
6,3,jul,tue,93.11158213882543,152.47962264322402,594.5583546517676,9.392064541652703,27.28187778422557,39.34685401312862,2.8911816724994583,0.0037738687293280768,7.02
5,5,mar,thu,91.77458267729692,31.454997200248982,43.368436258863724,8.450863994585333,12.755128202892774,47.86624386772905,5.38298508008922,0.009060135528185341,0.0
9,4,jun,sat,90.23349361547744,49.30234427126806,233.02014592524446,9.931643764211014,23.71448013993794,52.51071507894166,2.686112307515188,-0.03605194416045329,70.32
6,4,aug,thu,95.02163525794697,139.7326308509303,543.1947807472171,10.218997236712296,20.467179787216818,42.66837674866341,3.9253125968290816,0.019328716298016503,1.9
4,4,aug,wed,95.64650674464018,142.14524284978864,579.1646209916706,17.764877497350724,21.188307873186837,58.95394462773465,1.3108713583259122,0.014524810687713921,0.0
4,5,jul,fri,91.89875847638405,100.05377715043818,438.9579676703039,7.126606383367065,22.84471371746574,43.22324319183752,0.8656151223914081,0.008067842847145212,2.64
2,4,aug,fri,91.4223102233258,117.16503403271322,587.5213886186117,8.442639208624827,20.861008646632722,43.94936896323012,3.0240295340061203,0.02016576787809455,4.25
5,4,sep,wed,92.6521701424441,127.62674058802133,692.7540048370942,9.358702494590661,23.09732711244208,33.13790363590013,1.980973824368478,-0.022103129534935522,2.57
8,6,aug,tue,92.27860608310685,161.00863894213123,657.4358559748498,14.067753222164768,18.99179018460283,58.48909628814284,4.642326389021936,0.02328990387996127,9.27
6,5,sep,sat,91.37569986457524,87.66280051037474,759.9246696424613,8.466174321458876,14.377947807197442,56.22794845080466,4.98091101056538,-0.04676480619286319,39.35
4,5,feb,sat,84.53491061678875,14.19274988154103,67.42878200179672,2.3449966084714955,13.337953382663999,46.76916062724449,4.070392163375507,0.023556219603793335,0.0
4,6,sep,sun,93.13023234137601,139.0494765455476,725.0070208478611,7.792978307053992,28.584598383600643,25.07967071958487,3.101398077662416,-0.003043076987111522,64.1
8,6,aug,thu,89.37254829385604,188.0376980669592,629.7173353728457,6.622974145487362,16.992241586761974,62.482188173095864,2.687996182422097,0.02090341358014319,16.33
5,4,sep,fri,92.19347193831422,103.77695190720846,673.6928232798541,8.981257524793618,10.516003569804406,75.10787499703436,3.481241149284541,-0.03819078315895724,0.0
2,5,aug,thu,95.099461456604,128.8452492924575,570.2823265173344,10.321688298577113,24.61594848223344,26.21532001051345,2.8464550302231104,-0.008433136035443945,8.68
5,4,sep,fri,91.53864960931135,106.92269549037013,742.8799320406722,9.895079273663836,9.511523617200577,76.43646150347593,3.750483405950445,0.0013059957039812712,3.71
2,2,aug,wed,93.53905639524822,106.56648199562963,665.0987564437833,10.19627053269687,18.043475417957637,46.606366095440755,3.6366507150810077,-0.01717232828016209,1.63
6,5,sep,tue,91.24918140469404,117.01457234395136,799.2640153399599,5.711856096382714,21.391293381418393,35.83149950673636,2.873699803488887,-0.036859676559060015,5.65
3,4,dec,mon,85.08787762191778,21.81035374143141,356.5763587882856,2.6233888898522837,4.527576874644956,19.790340994836153,8.417858730521802,0.027054047718209982,10.73
3,4,aug,tue,88.77102897228224,152.69640531116644,602.0446304018341,8.924331294556687,15.081715968391531,64.58979570719232,5.507874374892806,0.03529231860764047,0.0
6,3,mar,sat,91.42014185781773,51.542269948247665,55.27498771957997,7.673361912620946,15.363234327137631,33.47145630992251,8.366316169838036,0.021233002147480633,1.94
6,3,oct,tue,90.79049706195448,31.64515177386215,703.2625866675795,6.547878378421163,21.198313858757484,24.136553666278065,4.569779000111719,-0.030140286505822216,0.0
8,6,aug,fri,93.44537452762799,126.53183641809224,556.7534829981201,15.625296997739868,20.63058854238115,31.825599994941793,4.917264507357201,0.03377689108111355,6.96
2,5,jun,thu,93.78913193608562,120.66689826927751,366.7313744020179,17.6737935699242,22.903977737593788,42.34002744852679,9.569449052184263,0.08890610058235811,3.19
3,4,aug,thu,93.60528543646738,72.60006746106386,427.51128076255543,7.2946163884447515,20.320514640570654,36.20366187447063,3.180259210448195,0.0023022861093372157,0.0
8,6,aug,sat,89.85415725003024,269.1208444288228,779.943362587251,9.32410911191747,14.274661851340149,69.82780305160934,2.5313526204052534,-0.056450592781349625,0.0
3,4,mar,sat,91.83855693948276,43.47255676260001,75.66984334396248,7.887340698768795,11.849172311591973,34.348491560572974,6.353892557479421,0.019712491135109762,0.0
5,6,sep,wed,94.65408309706295,77.1838807118705,693.6121102618755,16.86659131635379,25.604925828044852,23.63037828920122,3.875275651619577,-0.0025139578371134318,0.0
6,5,mar,sat,91.06699827382215,30.326725660233016,58.26491022088465,8.280921423575181,16.94341500764012,24.92629930649173,4.890550865302401,-0.013860476020465837,0.0
6,5,mar,wed,93.46018954486227,12.324868397821067,56.21318470643387,9.723480094671572,13.513045966115628,26.066319938176818,5.846479115258974,-0.017765506423282874,0.0
6,5,mar,thu,90.32479628446178,16.122206398943536,36.86634360024413,7.483386746108824,9.316142169592258,52.87648456871399,5.765775778872388,-0.0032372322200049514,0.0
1,4,sep,sun,91.2991769967945,270.33688058684004,843.5276940889823,7.923896854917212,14.77658906495117,76.80289493783869,7.310469526234966,0.027328086144513538,3.71
5,4,sep,fri,91.92888181819862,101.11653186000171,762.1636594372986,9.400105681656573,12.990046112364002,66.08128378266514,3.4203320382833384,0.008953124891775705,1.64
3,4,mar,sat,69.14290632531282,-7.047128805146,-7.984056297980477,1.0593655646786109,17.314571724973646,22.02808962032015,5.086712908245637,-0.002939280975770173,0.0
5,6,sep,mon,91.44766292647162,132.46739411404246,676.7887433695662,7.741817762069966,15.051857212003064,69.20238324780539,3.800148905336237,0.008323298271973069,0.0
7,4,oct,fri,89.1012626269303,35.33617750659277,660.0503892976894,8.653073570066828,11.499075404518928,60.48615122256504,5.8795142140318974,-0.0323099460161565,0.0
4,4,mar,mon,86.70129573432393,25.22881043536369,39.83409732357977,4.63451353755408,11.162512273077725,33.40846355571045,1.6667544446374962,-0.034082356522231454,0.0
5,4,aug,sun,91.62044958879954,180.84871816444647,647.13888685554,13.34876046280374,26.19416035624162,39.931396989363485,5.543535991317815,0.007120030625613336,0.09
1,4,aug,wed,91.76887146362796,187.81529510655912,641.1647744205862,7.55980595554826,20.425983130047157,49.40759992270893,3.958339416037639,-0.035718325383332875,82.75
8,6,aug,tue,96.33826385527837,182.87472860375593,657.7861211117341,15.604824209758462,22.03805736859353,64.17926376548358,4.935869126058263,0.8443296609681687,0.0
4,5,aug,sun,89.84582849209195,101.09466010688799,608.69920449831,5.742503022236225,21.6124302277861,32.357333001010865,3.0417793972447096,-0.027000468962834395,0.0
6,3,sep,fri,93.26779381240098,115.7985310587488,778.9479652318056,11.117884986247523,15.130985872138677,56.45423518873193,3.7097705230382263,0.033650373873537844,0.0
2,5,aug,sun,89.96300516673605,106.88129183895192,610.3969273198421,6.165305247211273,18.755467148928496,43.51983967482883,2.656613124083042,-0.01382791985449302,4.69
7,5,jun,sun,94.2066847195666,179.74490136408158,454.9443965363776,11.06820144317253,21.173085240025223,46.84758956437617,1.5238517387006394,0.01792666951668557,0.0
3,4,dec,mon,86.16204611423554,15.940098377678131,385.33483457478326,2.571211408051881,4.605712308887285,21.48525899052838,8.478707234838561,0.04153071432297772,10.73
3,4,sep,fri,92.9533526684588,142.98742946202208,726.2400888306779,14.024107137305672,19.6668847259854,48.42932947863659,3.4398589182315495,0.023450086037209474,35.88
4,4,sep,fri,90.13659347526013,91.53532251798215,763.5979798905898,8.978934801857884,15.528238756889868,54.52634131482322,6.191454385840678,0.019269172221730645,7.31
2,5,aug,fri,94.41138602560962,131.13806056817756,590.3575268098862,14.401737005046549,22.29350625496638,37.39412037038672,5.373854875560448,-0.02153812479588643,10.02
4,3,mar,mon,87.62655735884582,49.29183802430913,104.44999996726067,4.409966429613539,10.828924601846415,47.05871857656217,6.009336839152437,0.02513149892671995,36.85
5,6,mar,sat,90.85202158435722,56.327166861995245,93.6724923182308,7.403475838808864,15.145859492248894,64.8553958586222,3.8866645802812445,0.027930942750187322,13.99
1,3,sep,sat,90.79399319262996,94.24773399121183,748.1884350717221,8.99622116652304,22.440675544652482,46.05582293353307,3.9003684596194064,-0.08590183303206232,0.72
8,5,sep,sun,89.19972472187949,86.08613765224861,698.499233640686,4.442885423666749,18.04900351187906,68.19626009386197,2.163017842289084,0.07182251146265711,2.01
8,6,aug,sun,90.84751580450747,154.44079041676974,582.6630793169832,9.649953906539421,20.341026185931735,40.16731102723874,5.7456510222930675,0.010009626978363642,196.48
6,5,mar,fri,90.21272631606476,44.05869535927255,99.27700275881183,12.85313468292683,14.8631809750458,24.91685583056955,9.51152816172236,0.041291341225593525,2.53
4,4,apr,fri,81.6231155441433,20.223979069771264,121.00163364195907,2.2716681969867034,15.812740452746853,21.42615095590855,3.0811619279705362,0.023486141642936397,0.0
1,3,mar,mon,88.35417457237216,62.02955021498423,100.67362986921066,4.9189532792230555,8.375631357628707,73.18119351900435,3.346499524750625,0.03514393995349242,0.0
9,5,jun,wed,93.27105304714321,53.60343027306798,265.4797945578021,13.643478713042068,28.068367487485325,34.082782926815135,4.1779220916370585,0.009708791252645343,8.16
3,4,aug,sun,91.19025202354959,137.00429082932956,601.188087583193,9.775551005580825,18.883452660441172,40.56444388593351,5.68936931960284,-0.001402665601885149,0.0
1,3,sep,mon,88.50987737186892,85.82932586369884,706.4296205295238,6.487414190365518,11.538299363426555,74.05091045178715,6.388838081994653,-0.020364838043429728,30.32
8,6,aug,sat,91.12013629864758,82.7172014414451,494.75405218466136,12.177803999862743,17.13035971165316,44.09260826446761,4.134657666100335,-0.025735445480129508,71.3
7,6,jul,wed,91.70507370439185,180.2283432161699,424.72287254457547,12.924011271319221,12.612587418046038,91.3863558719851,7.988015949876537,0.1850686640220254,0.0
2,2,aug,tue,94.7284416495344,102.86826035400915,625.4157490515788,16.59067408405909,24.797679974118886,22.191624720153964,4.545386724742025,-0.0033134921360697934,10.01
1,4,aug,fri,90.24616806540251,190.4527236583049,651.9771090825068,16.342139508555398,12.051887194044822,85.33088299756673,4.8727626089416685,-0.00022139422369092294,9.71
4,6,feb,sat,67.80443276197303,12.710539125227983,65.31362120959452,1.0559048426398288,16.093115226410717,40.17173176791339,2.559182629393791,0.018915711292288195,0.0
2,4,aug,mon,95.00754697911896,99.53225890202522,545.3625745139528,13.993280417724868,28.497116869657553,36.38500444376787,4.241034709090786,-0.01410544635147613,8.85
8,3,sep,thu,94.12776138472084,89.53961056400522,702.71716743993,18.112809799389783,22.461570830715818,27.878856169087985,4.718733439868728,-0.06341397128920542,23.41
2,4,aug,sun,94.27401768044105,119.11820774125334,607.1577443462013,12.816858072429527,15.27929450386338,66.1724962486865,4.088838655622945,0.020497556948518375,10.13
2,2,aug,tue,94.67256483113923,106.99230068167387,634.3979066498125,17.286509318937643,24.220173345001108,21.582084629131124,4.676614046511966,0.023821995078725077,8.71
6,3,sep,mon,90.96621681491008,117.67112150873709,801.8134971023454,7.658078235243947,21.061100837963217,39.77960118729793,2.032162043436754,0.003002253086655839,0.0
3,4,sep,sun,92.77975332049793,123.10086384378954,668.2035422872096,8.305842487887714,23.08716692162992,42.833419538636576,5.230395116135514,-0.004580171589173656,0.0
4,4,dec,mon,85.10006930464323,18.948368170302835,315.3069218180932,2.6480297077591572,5.048624533845986,22.470854078805182,8.46097222964776,-0.04582337549086433,9.77
3,4,sep,tue,90.88571058457616,122.77074503127707,691.389887704653,6.048164840011883,13.856613146109014,61.81444131938093,6.244492757457097,-0.003383370405114333,11.24
7,4,aug,sun,93.1699186536793,179.44357573729118,622.1816236280224,7.4564143568062935,19.647747630492212,62.81276376500914,5.128903716623235,0.01306218312740824,0.0
4,4,sep,sun,93.05281491098795,143.30467955790962,727.5061129330603,8.46585805417298,21.813822971952153,39.57224644383354,5.050984591208528,0.03431629042670995,48.55
3,4,aug,sun,94.77240041909283,128.00675820796218,593.9698670956903,13.768824809810045,23.473933640377812,41.59451634680338,5.5420111857870005,-0.006349624481281199,1.29
6,5,mar,mon,89.04015560514753,33.836661042078816,87.48357447447425,5.945819756426442,14.891735834132353,27.183737779576635,3.3176144501732345,-0.043927126085921156,31.86
6,5,aug,tue,94.28866468509143,137.295227465281,623.080242196781,22.724635503809477,19.313176986036336,54.206288790933094,3.751067269134173,-0.02639191217150474,0.17
2,2,aug,tue,95.45149557659276,103.70314874717502,683.9867019726728,17.2913097368059,25.20872373325401,22.99204264291148,4.773485398254786,0.06442991061243444,8.71
8,6,aug,wed,86.55316268264328,91.0777389815766,633.5150742275308,6.25080476038736,17.83289953029095,49.48516871030248,4.0280074364190614,0.01137998832377153,2.69
4,5,sep,sat,93.51252853751578,122.44181778251343,705.9787859360856,8.896917042569305,17.799625401386976,23.44923935144459,2.8902717996853156,-0.0004572377049965168,154.88
6,3,nov,tue,79.1446696610801,-6.929878657641202,124.90917414240481,0.9631092896854421,12.06423722013049,33.421070066989515,4.536651871519374,0.005434770229815826,0.0
3,4,sep,sun,93.51528044716282,122.61015925430262,695.4760863330766,8.781673089061165,22.24977911759099,42.62347210052524,5.285434021082464,0.03306981070265029,0.0
8,6,aug,mon,92.57716657649023,216.11146672420261,704.6262370865581,9.107011410776297,21.19083276604149,54.23427286331652,2.20497818399253,-0.053632422366798216,0.0
1,2,aug,sat,94.11648992176816,222.83776068176203,692.245343928577,7.412139624309592,27.229602351083535,32.98023396731271,2.9920006677105255,-0.018545343355119308,0.0
